Barclays Premier League,West Bromwich Albion,Middlesbrough,0.4596,0.2571,0.2833
French Ligue 1,Bordeaux,Nantes,0.4838,0.2199,0.2964
German Bundesliga,Hertha Berlin,SC Freiburg,0.457,0.2727,0.2703
Barclays Premier League,Manchester City,West Ham United,0.7687,0.078,0.1534
French Ligue 1,St Etienne,Toulouse,0.5067,0.21,0.2833
German Bundesliga,TSG Hoffenheim,RB Leipzig,0.4601,0.2819,0.258
Italy Serie A,Internazionale,Palermo,0.6377,0.1336,0.2287
Spanish Primera Division,Las Palmas,Granada,0.4862,0.2479,0.2659
Spanish Primera Division,Alavés,Sporting Gijón,0.4022,0.3114,0.2864
Spanish Primera Division,Athletic Bilbao,Barcelona,0.1075,0.7445,0.148
Italy Serie A,Udinese,Empoli,0.4002,0.3067,0.2931
French Ligue 1,AS Monaco,Paris Saint-Germain,0.1511,0.6473,0.2016
Italy Serie A,Sampdoria,Atalanta,0.4405,0.2796,0.28
Italy Serie A,Fiorentina,Chievo Verona,0.6188,0.1278,0.2534
Italy Serie A,Cagliari,AS Roma,0.2203,0.5294,0.2503
Italy Serie A,Torino,Bologna,0.5327,0.1848,0.2825
Italy Serie A,Sassuolo,US Pescara,0.509,0.23,0.261
Italy Serie A,Crotone,Genoa,0.3385,0.3681,0.2934
Spanish Primera Division,Villarreal,Sevilla FC,0.4368,0.304,0.2591
German Bundesliga,Schalke 04,Bayern Munich,0.1536,0.6431,0.2032
French Ligue 1,Paris Saint-Germain,St Etienne,0.7657,0.0771,0.1572
Spanish Primera Division,Real Sociedad,Espanyol,0.5073,0.2328,0.2599
Spanish Primera Division,Celta Vigo,Atletico Madrid,0.2343,0.4835,0.2821
Barclays Premier League,Manchester United,Manchester City,0.3845,0.3543,0.2612
German Bundesliga,Bayer Leverkusen,Hamburg SV,0.7262,0.0896,0.1842
German Bundesliga,SC Freiburg,Borussia Monchengladbach,0.3613,0.3814,0.2573
German Bundesliga,SV Darmstadt 98,Eintracht Frankfurt,0.4028,0.3219,0.2753
German Bundesliga,VfL Wolfsburg,FC Cologne,0.5586,0.1917,0.2497
German Bundesliga,FC Ingolstadt 04,Hertha Berlin,0.368,0.3351,0.2969
Barclays Premier League,West Ham United,Watford,0.5151,0.2355,0.2494
Barclays Premier League,Arsenal,Southampton,0.6503,0.1334,0.2163
Spanish Primera Division,Real Madrid,Osasuna,0.9278,0.0132,0.059
Barclays Premier League,Burnley,Hull City,0.4633,0.2357,0.301
Barclays Premier League,AFC Bournemouth,West Bromwich Albion,0.4607,0.2658,0.2735
Barclays Premier League,Stoke City,Tottenham Hotspur,0.2932,0.4274,0.2794
Barclays Premier League,Middlesbrough,Crystal Palace,0.492,0.2184,0.2896
French Ligue 1,Lyon,Bordeaux,0.5688,0.1864,0.2448
Italy Serie A,Juventus,Sassuolo,0.7988,0.04,0.1612
Spanish Primera Division,Málaga,Villarreal,0.3966,0.3068,0.2966
Spanish Primera Division,Sevilla FC,Las Palmas,0.6148,0.1745,0.2107
Barclays Premier League,Liverpool,Leicester City,0.6145,0.1637,0.2218
German Bundesliga,RB Leipzig,Borussia Dortmund,0.2173,0.5479,0.2348
French Ligue 1,Lille,AS Monaco,0.3917,0.3113,0.297
French Ligue 1,Lorient,AS Nancy Lorraine,0.3964,0.3048,0.2988
French Ligue 1,Angers,Dijon FCO,0.4245,0.2694,0.3061
French Ligue 1,Bastia,Toulouse,0.3937,0.2893,0.3169
French Ligue 1,Guingamp,Montpellier,0.4659,0.2449,0.2891
Spanish Primera Division,Barcelona,Alavés,0.9657,0.0059,0.0284
Italy Serie A,Palermo,Napoli,0.2283,0.5137,0.2579
Spanish Primera Division,Sporting Gijón,Leganes,0.468,0.2406,0.2914
Italy Serie A,Bologna,Cagliari,0.3885,0.3105,0.3011
Italy Serie A,AS Roma,Sampdoria,0.7379,0.0823,0.1798
Italy Serie A,AC Milan,Udinese,0.6238,0.1456,0.2307
Italy Serie A,Chievo Verona,Lazio,0.3217,0.3678,0.3105
Italy Serie A,Atalanta,Torino,0.3308,0.3955,0.2737
French Ligue 1,Nantes,Metz,0.4578,0.2328,0.3094
German Bundesliga,Werder Bremen,FC Augsburg,0.4403,0.3002,0.2595
Spanish Primera Division,Valencia,Real Betis,0.535,0.2239,0.241
Barclays Premier League,Swansea City,Chelsea,0.171,0.6033,0.2257
French Ligue 1,Stade Rennes,Caen,0.445,0.2603,0.2947
German Bundesliga,Mainz,TSG Hoffenheim,0.5249,0.2324,0.2427
Spanish Primera Division,Granada,Eibar,0.4421,0.2698,0.2881
Spanish Primera Division,Deportivo La Coruña,Athletic Bilbao,0.3683,0.3433,0.2885
Italy Serie A,US Pescara,Internazionale,0.3043,0.4335,0.2623
French Ligue 1,Nice,Marseille,0.4119,0.2777,0.3104
Italy Serie A,Empoli,Crotone,0.5505,0.1714,0.2781
Barclays Premier League,Sunderland,Everton,0.3385,0.3838,0.2777
UEFA Champions League,PSV,Atletico Madrid,0.2004,0.5349,0.2646
UEFA Champions League,Bayern Munich,Rostov,0.9179,0.0155,0.0666
UEFA Champions League,Dynamo Kiev,Napoli,0.3504,0.3697,0.2799
UEFA Champions League,Paris Saint-Germain,Arsenal,0.4587,0.285,0.2563
UEFA Champions League,Basel,Ludogorets,0.3468,0.3606,0.2926
UEFA Champions League,Barcelona,Celtic,0.8787,0.0398,0.0816
UEFA Champions League,Benfica,Besiktas,0.6938,0.1159,0.1903
UEFA Champions League,Real Madrid,Sporting CP,0.7595,0.0836,0.157
UEFA Champions League,Juventus,Sevilla FC,0.6447,0.1335,0.2217
UEFA Champions League,Club Brugge,Leicester City,0.2386,0.5011,0.2602
UEFA Champions League,Legia Warsaw,Borussia Dortmund,0.1308,0.6709,0.1983
UEFA Champions League,Bayer Leverkusen,CSKA Moscow,0.6903,0.0976,0.2121
UEFA Champions League,FC Porto,FC Copenhagen,0.6866,0.0901,0.2233
UEFA Champions League,Tottenham Hotspur,AS Monaco,0.5607,0.1875,0.2517
UEFA Champions League,Lyon,Dinamo Zagreb,0.5914,0.1645,0.2441
UEFA Champions League,Manchester City,Borussia Monchengladbach,0.6953,0.116,0.1888
German Bundesliga,FC Cologne,SC Freiburg,0.4362,0.2875,0.2763
Italy Serie A,Sampdoria,AC Milan,0.3303,0.3854,0.2843
Spanish Primera Division,Real Betis,Granada,0.5792,0.1819,0.2389
French Ligue 1,Caen,Paris Saint-Germain,0.0852,0.7589,0.156
Barclays Premier League,Chelsea,Liverpool,0.508,0.2532,0.2388
Spanish Primera Division,Leganes,Barcelona,0.0833,0.7867,0.1299
German Bundesliga,Eintracht Frankfurt,Bayer Leverkusen,0.2969,0.4426,0.2606
German Bundesliga,TSG Hoffenheim,VfL Wolfsburg,0.3431,0.4119,0.245
German Bundesliga,Bayern Munich,FC Ingolstadt 04,0.9293,0.0127,0.058
German Bundesliga,Borussia Dortmund,SV Darmstadt 98,0.8799,0.0227,0.0974
German Bundesliga,Hamburg SV,RB Leipzig,0.3882,0.3311,0.2806
Barclays Premier League,Leicester City,Burnley,0.5477,0.19,0.2623
Barclays Premier League,Hull City,Arsenal,0.1705,0.5894,0.2401
Barclays Premier League,West Bromwich Albion,West Ham United,0.4235,0.3021,0.2744
Barclays Premier League,Manchester City,AFC Bournemouth,0.8085,0.06,0.1315
Spanish Primera Division,Atletico Madrid,Sporting Gijón,0.7578,0.0518,0.1903
French Ligue 1,AS Monaco,Stade Rennes,0.6116,0.1395,0.249
Italy Serie A,Lazio,US Pescara,0.5794,0.1814,0.2392
Spanish Primera Division,Eibar,Sevilla FC,0.3021,0.4333,0.2646
Barclays Premier League,Everton,Middlesbrough,0.5906,0.1605,0.2489
German Bundesliga,Borussia Monchengladbach,Werder Bremen,0.591,0.1894,0.2196
French Ligue 1,Toulouse,Guingamp,0.4495,0.2519,0.2986
French Ligue 1,Bordeaux,Angers,0.5295,0.1911,0.2794
French Ligue 1,AS Nancy Lorraine,Nantes,0.4668,0.222,0.3112
French Ligue 1,Lorient,Lille,0.3203,0.3833,0.2965
French Ligue 1,Dijon FCO,Metz,0.4319,0.2801,0.288
Spanish Primera Division,Las Palmas,Málaga,0.4373,0.2963,0.2663
Italy Serie A,Napoli,Bologna,0.7714,0.0588,0.1698
Spanish Primera Division,Osasuna,Celta Vigo,0.4168,0.3053,0.2778
Italy Serie A,Udinese,Chievo Verona,0.4261,0.2634,0.3106
Barclays Premier League,Watford,Manchester United,0.2007,0.5667,0.2326
Italy Serie A,Crotone,Palermo,0.373,0.3222,0.3047
Italy Serie A,Cagliari,Atalanta,0.4488,0.2765,0.2747
Italy Serie A,Torino,Empoli,0.5419,0.193,0.2651
Italy Serie A,Sassuolo,Genoa,0.4017,0.3182,0.2801
French Ligue 1,Montpellier,Nice,0.4657,0.2387,0.2957
Barclays Premier League,Southampton,Swansea City,0.5339,0.2071,0.2591
Barclays Premier League,Crystal Palace,Stoke City,0.4505,0.2622,0.2872
German Bundesliga,FC Augsburg,Mainz,0.4291,0.2999,0.271
Spanish Primera Division,Athletic Bilbao,Valencia,0.4731,0.2618,0.2651
French Ligue 1,St Etienne,Bastia,0.5328,0.1801,0.2871
Barclays Premier League,Tottenham Hotspur,Sunderland,0.656,0.1278,0.2161
German Bundesliga,Hertha Berlin,Schalke 04,0.4791,0.2443,0.2767
Italy Serie A,Internazionale,Juventus,0.2486,0.4689,0.2825
Spanish Primera Division,Villarreal,Real Sociedad,0.5095,0.208,0.2825
Spanish Primera Division,Espanyol,Real Madrid,0.1446,0.6889,0.1664
Italy Serie A,Fiorentina,AS Roma,0.351,0.3814,0.2676
French Ligue 1,Marseille,Lyon,0.3702,0.3502,0.2796
Spanish Primera Division,Alavés,Deportivo La Coruña,0.444,0.27,0.286
French Ligue 1,Lille,Toulouse,0.4686,0.2327,0.2986
German Bundesliga,SC Freiburg,Hamburg SV,0.5745,0.192,0.2334
German Bundesliga,SV Darmstadt 98,TSG Hoffenheim,0.3653,0.3758,0.2589
Spanish Primera Division,Málaga,Eibar,0.5244,0.2007,0.275
German Bundesliga,FC Ingolstadt 04,Eintracht Frankfurt,0.4217,0.2982,0.2801
German Bundesliga,VfL Wolfsburg,Borussia Dortmund,0.2541,0.5032,0.2427
Italy Serie A,AC Milan,Lazio,0.4322,0.2851,0.2827
French Ligue 1,Paris Saint-Germain,Dijon FCO,0.8514,0.042,0.1066
Spanish Primera Division,Sevilla FC,Real Betis,0.5763,0.1987,0.225
Italy Serie A,Bologna,Sampdoria,0.4106,0.2846,0.3048
French Ligue 1,Guingamp,Lorient,0.5334,0.1921,0.2745
French Ligue 1,Lyon,Montpellier,0.5737,0.1721,0.2542
French Ligue 1,Nice,AS Monaco,0.2846,0.428,0.2873
French Ligue 1,Metz,Bordeaux,0.4186,0.2895,0.2919
French Ligue 1,Nantes,St Etienne,0.3508,0.3273,0.3219
French Ligue 1,Angers,Caen,0.4601,0.2403,0.2995
French Ligue 1,Bastia,AS Nancy Lorraine,0.4288,0.2599,0.3113
Spanish Primera Division,Real Madrid,Villarreal,0.7775,0.0744,0.1481
German Bundesliga,Bayer Leverkusen,FC Augsburg,0.6801,0.1174,0.2025
German Bundesliga,RB Leipzig,Borussia Monchengladbach,0.4052,0.3275,0.2673
German Bundesliga,Schalke 04,FC Cologne,0.4355,0.2783,0.2862
German Bundesliga,Bayern Munich,Hertha Berlin,0.8704,0.0246,0.1049
Spanish Primera Division,Celta Vigo,Sporting Gijón,0.4844,0.2407,0.2749
German Bundesliga,Werder Bremen,Mainz,0.3629,0.3877,0.2494
Italy Serie A,AS Roma,Crotone,0.8208,0.0422,0.1369
Italy Serie A,Udinese,Fiorentina,0.2709,0.4515,0.2776
Italy Serie A,Atalanta,Palermo,0.4684,0.2476,0.284
Italy Serie A,Empoli,Internazionale,0.2897,0.4206,0.2897
Italy Serie A,Juventus,Cagliari,0.8095,0.0391,0.1514
Italy Serie A,Genoa,Napoli,0.2326,0.5181,0.2492
Italy Serie A,Chievo Verona,Sassuolo,0.4145,0.2771,0.3084
Italy Serie A,US Pescara,Torino,0.3509,0.3788,0.2703
French Ligue 1,Stade Rennes,Marseille,0.4017,0.2875,0.3108
Spanish Primera Division,Granada,Athletic Bilbao,0.3173,0.3983,0.2844
Spanish Primera Division,Barcelona,Atletico Madrid,0.6809,0.1235,0.1955
Spanish Primera Division,Real Sociedad,Las Palmas,0.515,0.2267,0.2583
Spanish Primera Division,Osasuna,Espanyol,0.4094,0.3073,0.2833
Spanish Primera Division,Deportivo La Coruña,Leganes,0.4499,0.2585,0.2916
Spanish Primera Division,Valencia,Alavés,0.5795,0.1811,0.2395
German Bundesliga,Borussia Dortmund,SC Freiburg,0.8654,0.0331,0.1015
Spanish Primera Division,Real Betis,Málaga,0.4775,0.2584,0.2641
French Ligue 1,Toulouse,Paris Saint-Germain,0.0903,0.7452,0.1644
Spanish Primera Division,Eibar,Real Sociedad,0.3583,0.3526,0.289
Barclays Premier League,Manchester United,Leicester City,0.6165,0.1536,0.2298
German Bundesliga,FC Augsburg,SV Darmstadt 98,0.5155,0.2138,0.2706
German Bundesliga,Hamburg SV,Bayern Munich,0.1315,0.6866,0.1818
German Bundesliga,Mainz,Bayer Leverkusen,0.3474,0.3906,0.262
German Bundesliga,Borussia Monchengladbach,FC Ingolstadt 04,0.5962,0.167,0.2369
German Bundesliga,Eintracht Frankfurt,Hertha Berlin,0.4149,0.2915,0.2935
Barclays Premier League,Stoke City,West Bromwich Albion,0.4198,0.2998,0.2804
Barclays Premier League,Sunderland,Crystal Palace,0.4314,0.2844,0.2841
Barclays Premier League,AFC Bournemouth,Everton,0.306,0.425,0.269
Barclays Premier League,Swansea City,Manchester City,0.0688,0.7915,0.1397
Barclays Premier League,Middlesbrough,Tottenham Hotspur,0.2622,0.4619,0.2759
Barclays Premier League,Liverpool,Hull City,0.7404,0.0832,0.1765
Spanish Primera Division,Sporting Gijón,Barcelona,0.081,0.7933,0.1256
French Ligue 1,Lorient,Lyon,0.2309,0.5076,0.2615
Italy Serie A,Palermo,Juventus,0.145,0.6061,0.2489
Barclays Premier League,Arsenal,Chelsea,0.4983,0.2563,0.2453
Spanish Primera Division,Athletic Bilbao,Sevilla FC,0.4316,0.2946,0.2738
German Bundesliga,Werder Bremen,VfL Wolfsburg,0.2913,0.4673,0.2414
French Ligue 1,AS Monaco,Angers,0.6129,0.1358,0.2514
French Ligue 1,Montpellier,Metz,0.465,0.2423,0.2927
French Ligue 1,Bastia,Guingamp,0.4051,0.2808,0.3141
French Ligue 1,Dijon FCO,Stade Rennes,0.4381,0.2626,0.2993
French Ligue 1,Bordeaux,Caen,0.5498,0.1895,0.2607
Spanish Primera Division,Las Palmas,Real Madrid,0.1296,0.7125,0.1579
Italy Serie A,Napoli,Chievo Verona,0.7024,0.0842,0.2133
Spanish Primera Division,Leganes,Valencia,0.3967,0.3353,0.2681
Italy Serie A,Torino,AS Roma,0.2931,0.4406,0.2663
Italy Serie A,Lazio,Empoli,0.584,0.1537,0.2622
Italy Serie A,Genoa,US Pescara,0.5047,0.2335,0.2618
Italy Serie A,Sassuolo,Udinese,0.5312,0.2061,0.2627
Italy Serie A,Internazionale,Bologna,0.687,0.0973,0.2157
French Ligue 1,St Etienne,Lille,0.481,0.2231,0.2958
German Bundesliga,TSG Hoffenheim,Schalke 04,0.4344,0.3144,0.2512
Spanish Primera Division,Atletico Madrid,Deportivo La Coruña,0.7938,0.0417,0.1645
Barclays Premier League,West Ham United,Southampton,0.39,0.3417,0.2683
French Ligue 1,AS Nancy Lorraine,Nice,0.3929,0.302,0.3051
German Bundesliga,FC Cologne,RB Leipzig,0.4581,0.256,0.2859
Spanish Primera Division,Villarreal,Osasuna,0.6416,0.1187,0.2396
Spanish Primera Division,Espanyol,Celta Vigo,0.4304,0.296,0.2736
Italy Serie A,Fiorentina,AC Milan,0.4498,0.2669,0.2833
French Ligue 1,Marseille,Nantes,0.4792,0.2152,0.3056
Italy Serie A,Crotone,Atalanta,0.3596,0.3441,0.2963
Spanish Primera Division,Alavés,Granada,0.4854,0.2376,0.277
Italy Serie A,Cagliari,Sampdoria,0.468,0.2516,0.2805
Barclays Premier League,Burnley,Watford,0.3845,0.3389,0.2766
UEFA Champions League,Sevilla FC,Lyon,0.5404,0.2141,0.2455
UEFA Champions League,CSKA Moscow,Tottenham Hotspur,0.2658,0.4556,0.2786
UEFA Champions League,Dinamo Zagreb,Juventus,0.1474,0.6089,0.2438
UEFA Champions League,FC Copenhagen,Club Brugge,0.5507,0.1744,0.2749
UEFA Champions League,AS Monaco,Bayer Leverkusen,0.3867,0.3441,0.2692
UEFA Champions League,Borussia Dortmund,Real Madrid,0.4565,0.3137,0.2298
UEFA Champions League,Sporting CP,Legia Warsaw,0.7166,0.083,0.2003
UEFA Champions League,Leicester City,FC Porto,0.5039,0.2319,0.2642
UEFA Champions League,Rostov,PSV,0.3092,0.4264,0.2644
UEFA Champions League,Napoli,Benfica,0.6299,0.1445,0.2256
UEFA Champions League,Ludogorets,Paris Saint-Germain,0.2566,0.4619,0.2815
UEFA Champions League,Arsenal,Basel,0.8317,0.0461,0.1222
UEFA Champions League,Celtic,Manchester City,0.1528,0.6718,0.1755
UEFA Champions League,Besiktas,Dynamo Kiev,0.2439,0.4992,0.2569
UEFA Champions League,Atletico Madrid,Bayern Munich,0.3653,0.344,0.2907
UEFA Champions League,Borussia Monchengladbach,Barcelona,0.1208,0.7171,0.1621
German Bundesliga,RB Leipzig,FC Augsburg,0.5152,0.2097,0.2751
French Ligue 1,Stade Rennes,Guingamp,0.4209,0.276,0.3031
Spanish Primera Division,Real Sociedad,Real Betis,0.4846,0.2514,0.2639
Barclays Premier League,Everton,Crystal Palace,0.5911,0.1656,0.2433
Spanish Primera Division,Granada,Leganes,0.3924,0.3243,0.2833
Barclays Premier League,Swansea City,Liverpool,0.1616,0.634,0.2044
German Bundesliga,FC Ingolstadt 04,TSG Hoffenheim,0.4099,0.3242,0.266
German Bundesliga,SC Freiburg,Eintracht Frankfurt,0.4697,0.2736,0.2567
German Bundesliga,SV Darmstadt 98,Werder Bremen,0.3994,0.3364,0.2641
German Bundesliga,Hertha Berlin,Hamburg SV,0.5848,0.1619,0.2532
German Bundesliga,Bayern Munich,FC Cologne,0.8767,0.0233,0.1
Barclays Premier League,Watford,AFC Bournemouth,0.4891,0.2536,0.2573
Barclays Premier League,Sunderland,West Bromwich Albion,0.4174,0.3028,0.2798
Barclays Premier League,West Ham United,Middlesbrough,0.5018,0.2363,0.2619
Barclays Premier League,Hull City,Chelsea,0.1539,0.6221,0.224
Spanish Primera Division,Sevilla FC,Alavés,0.6252,0.1472,0.2275
French Ligue 1,Paris Saint-Germain,Bordeaux,0.7923,0.067,0.1407
Italy Serie A,US Pescara,Chievo Verona,0.4132,0.283,0.3038
German Bundesliga,Bayer Leverkusen,Borussia Dortmund,0.2954,0.4608,0.2438
Spanish Primera Division,Osasuna,Las Palmas,0.4152,0.3156,0.2693
French Ligue 1,Dijon FCO,Montpellier,0.4511,0.2548,0.2941
French Ligue 1,Lille,AS Nancy Lorraine,0.4996,0.2072,0.2933
French Ligue 1,Metz,AS Monaco,0.3078,0.4028,0.2893
French Ligue 1,Caen,Toulouse,0.3619,0.3342,0.3039
French Ligue 1,Nantes,Bastia,0.4457,0.2261,0.3282
Italy Serie A,Udinese,Lazio,0.2896,0.4323,0.2782
Spanish Primera Division,Deportivo La Coruña,Sporting Gijón,0.446,0.2642,0.2898
Spanish Primera Division,Valencia,Atletico Madrid,0.2185,0.5228,0.2587
Italy Serie A,Empoli,Juventus,0.1437,0.5953,0.261
Barclays Premier League,Manchester United,Stoke City,0.73,0.0876,0.1823
Italy Serie A,Sampdoria,Palermo,0.4413,0.2566,0.3021
Italy Serie A,Bologna,Genoa,0.3941,0.3016,0.3043
Italy Serie A,Cagliari,Crotone,0.573,0.1695,0.2575
Italy Serie A,Atalanta,Napoli,0.2097,0.5427,0.2476
French Ligue 1,Angers,Marseille,0.4162,0.2782,0.3056
Barclays Premier League,Leicester City,Southampton,0.4395,0.2821,0.2784
Barclays Premier League,Tottenham Hotspur,Manchester City,0.2359,0.5285,0.2356
German Bundesliga,VfL Wolfsburg,Mainz,0.5512,0.2116,0.2372
Spanish Primera Division,Real Madrid,Eibar,0.8899,0.0259,0.0843
French Ligue 1,Nice,Lorient,0.5293,0.1922,0.2786
German Bundesliga,Schalke 04,Borussia Monchengladbach,0.3749,0.3571,0.2679
Barclays Premier League,Burnley,Arsenal,0.1284,0.6628,0.2088
Italy Serie A,AC Milan,Sassuolo,0.5535,0.1792,0.2672
Italy Serie A,Torino,Fiorentina,0.4197,0.2942,0.2861
Spanish Primera Division,Málaga,Athletic Bilbao,0.3881,0.319,0.2929
Spanish Primera Division,Espanyol,Villarreal,0.352,0.3628,0.2851
Spanish Primera Division,Celta Vigo,Barcelona,0.0909,0.7725,0.1367
Italy Serie A,AS Roma,Internazionale,0.4968,0.2525,0.2508
French Ligue 1,Lyon,St Etienne,0.5139,0.2152,0.271
French Ligue 1,Toulouse,AS Monaco,0.3118,0.3998,0.2884
German Bundesliga,Borussia Dortmund,Hertha Berlin,0.7901,0.0584,0.1516
French Ligue 1,Nice,Lyon,0.3504,0.3657,0.2839
Spanish Primera Division,Las Palmas,Espanyol,0.4734,0.2653,0.2612
